Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     841/14375       std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::operator=(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > const&) [85]
                0.00    0.00     411/4440        std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_erase(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >) [94]
-----------------------------------------------
                0.00    0.00    3432/3432        core_class::train_core() [17]
[48]     0.0    0.00    0.00    3432         simplex_solver_data_preparation_class::simplex_solver_data_preparation_class(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, datapack_structure_defination*, ann*) [48]
                0.00    0.00    3469/7488        std::vector<converted_data_pack, std::allocator<converted_data_pack> >::operator=(std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&) [45]
-----------------------------------------------
                0.00    0.00    3635/3635        core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
[49]     0.0    0.00    0.00    3635         void std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_range_insert<__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, __gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, __gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, std::forward_iterator_tag) [49]
                0.00    0.00     841/53543       converted_data_pack::converted_data_pack(converted_data_pack const&) [35]
-----------------------------------------------
                0.00    0.00       1/1           segment_starter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&) [5]
[50]     0.0    0.00    0.00       1         prepare_data(nn_core_data_package_class*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [50]
                0.00    0.00       1/1           data_filter(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [51]
                0.00    0.00       9/368247      void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [38]
                0.00    0.00       6/1023785     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [29]
                0.00    0.00       1/66728       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [76]
-----------------------------------------------
                0.00    0.00       1/1           prepare_data(nn_core_data_package_class*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [50]
[51]     0.0    0.00    0.00       1         data_filter(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [51]
                0.00    0.00       1/1           read_data_from_file(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [53]
                0.00    0.00       9/368247      void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [38]
                0.00    0.00       6/1023785     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [29]
                0.00    0.00       1/66728       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [76]
-----------------------------------------------
                0.00    0.00     292/292         read_data_from_file(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [53]
[52]     0.0    0.00    0.00     292         breaker(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [52]
                0.00    0.00    1488/1023785     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [29]
                0.00    0.00     248/22154962     float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [12]
                0.00    0.00       9/368247      void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [38]
                0.00    0.00     292/66728       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [76]
-----------------------------------------------
                0.00    0.00       1/1           data_filter(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [51]
[53]     0.0    0.00    0.00       1         read_data_from_file(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [53]
                0.00    0.00     292/292         breaker(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [52]
                0.00    0.00     292/66728       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [76]
-----------------------------------------------
                0.00    0.00       1/1           start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
[54]     0.0    0.00    0.00       1         filter(nn_core_data_package_class&, datapack_structure_defination, std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >&) [54]
                0.00    0.00       8/368247      void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [38]
                0.00    0.00       2/2           shuffler(nn_core_filtered_data*) [126]
                0.00    0.00       2/6656        void std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >::_M_realloc_insert<nn_core_filtered_data const&>(__gnu_cxx::__normal_iterator<nn_core_filtered_data*, std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> > >, nn_core_filtered_data const&) [92]
-----------------------------------------------
                0.00    0.00       1/1           start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
[55]     0.0    0.00    0.00       1         datapack_analyzer(nn_core_data_package_class*) [55]
                0.00    0.00       2/22154962     float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [12]
                0.00    0.00       2/34734       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [80]
-----------------------------------------------
                0.00    0.00  697857/697857      modified_simplex_solver::start_solver(converted_data_pack*) [2]
[63]     0.0    0.00    0.00  697857         double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [63]
                0.00    0.00  171753/171753      void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [69]
-----------------------------------------------
                0.00    0.00  352636/352636      segment_class::propagate(std::vector<float, std::allocator<float> >) [11]
[64]     0.0    0.00    0.00  352636         void std::vector<std::vector<neuron, std::allocator<neuron> >, std::allocator<std::vector<neuron, std::allocator<neuron> > > >::_M_realloc_insert<std::vector<neuron, std::allocator<neuron> > >(__gnu_cxx::__normal_iterator<std::vector<neuron, std::allocator<neuron> >*, std::vector<std::vector<neuron, std::allocator<neuron> >, std::allocator<std::vector<neuron, std::allocator<neuron> > > > >, std::vector<neuron, std::allocator<neuron> >&&) [64]
-----------------------------------------------
                0.00    0.00  269010/269010      modified_simplex_solver::make_solution_feasible::add_index_data(int, int) [66]
[65]     0.0    0.00    0.00  269010         std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [65]
-----------------------------------------------
                0.00    0.00  211741/211741      modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [3]
[66]     0.0    0.00    0.00  211741         modified_simplex_solver::make_solution_feasible::add_index_data(int, int) [66]
                0.00    0.00  269010/269010      std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [65]
                0.00    0.00   24282/34734       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [80]
-----------------------------------------------
                0.00    0.00    4096/211200      simplex_solver_data_preparation_class::lp_solver() [1]
                0.00    0.00  207104/211200      modified_simplex_solver::make_solution_feasible::simplex_table_modifier(int, int, modified_simplex_solver::simplex_table*) [4]
[67]     0.0    0.00    0.00  211200         std::vector<float, std::allocator<float> >::_M_default_append(unsigned long) [67]
-----------------------------------------------
                0.00    0.00  210050/210050      modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [3]
[68]     0.0    0.00    0.00  210050         void std::vector<long double, std::allocator<long double> >::_M_range_insert<__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > > >(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, std::forward_iterator_tag) [68]
-----------------------------------------------
                0.00    0.00  171753/171753      double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [63]
[69]     0.0    0.00    0.00  171753         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [69]
-----------------------------------------------
                0.00    0.00  158157/158157      segment_class::propagate(std::vector<float, std::allocator<float> >) [11]
[70]     0.0    0.00    0.00  158157         segment_class::combine_output_neurons(std::vector<std::vector<neuron, std::allocator<neuron> >, std::allocator<std::vector<neuron, std::allocator<neuron> > > >) [70]
                0.00    0.00  149601/153981      std::vector<neuron, std::allocator<neuron> >::_M_default_append(unsigned long) [71]
-----------------------------------------------
                0.00    0.00    4380/153981      core_class::network_structure_modifier() [104]
                0.00    0.00  149601/153981      segment_class::combine_output_neurons(std::vector<std::vector<neuron, std::allocator<neuron> >, std::allocator<std::vector<neuron, std::allocator<neuron> > > >) [70]
[71]     0.0    0.00    0.00  153981         std::vector<neuron, std::allocator<neuron> >::_M_default_append(unsigned long) [71]
-----------------------------------------------
                0.00    0.00  142044/142044      modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [3]
[72]     0.0    0.00    0.00  142044         long double& std::vector<long double, std::allocator<long double> >::emplace_back<long double>(long double&&) [72]
-----------------------------------------------
                                 385             void std::__introsort_loop<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [73]
                0.00    0.00      50/98352       genetic_algorithm::start_genetic_algorithm(int) [16]
                0.00    0.00     867/98352       core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00   43953/98352       simplex_solver_data_preparation_class::lp_solver() [1]
                0.00    0.00   53482/98352       modified_simplex_solver::start_solver(converted_data_pack*) [2]
[73]     0.0    0.00    0.00   98352+385     void std::__introsort_loop<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [73]
                0.00    0.00   15298/27961       genetic_algorithm::comparator(chromosome, chromosome) [81]
                0.00    0.00     385/385         void std::__move_median_to_first<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [113]
                0.00    0.00      47/47          void std::__adjust_heap<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, chromosome, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, long, chromosome, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [118]
                                 385             void std::__introsort_loop<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [73]
-----------------------------------------------
                0.00    0.00   87553/87553       modified_simplex_solver::start_solver(converted_data_pack*) [2]
[74]     0.0    0.00    0.00   87553         std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_erase(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >) [74]
-----------------------------------------------
                0.00    0.00       2/83298       start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
                0.00    0.00     248/83298       shuffler(nn_core_filtered_data*) [126]
                0.00    0.00    1191/83298       genetic_algorithm::calc_fitness_threaded(int, std::vector<chromosome, std::allocator<chromosome> >&) [114]
                0.00    0.00    1737/83298       core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00    2342/83298       segment_class::create_cores() [110]
                0.00    0.00    2354/83298       core_class::core_class(int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, datapack_structure_defination&) [99]
                0.00    0.00   26750/83298       simplex_solver_data_preparation_class::cdp_spliter(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [43]
                0.00    0.00   48674/83298       std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::operator=(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > const&) [85]
[75]     0.0    0.00    0.00   83298         std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> > const&) [75]
-----------------------------------------------
                0.00    0.00       1/66728       data_filter(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [51]
                0.00    0.00       1/66728       prepare_data(nn_core_data_package_class*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [50]
                0.00    0.00       2/66728       segment_starter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&) [5]
                0.00    0.00       8/66728       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [123]
                0.00    0.00       9/66728       segment_class::save_segment() [136]
                0.00    0.00     292/66728       breaker(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [52]
                0.00    0.00     292/66728       read_data_from_file(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [53]
                0.00    0.00    9245/66728       segment_class::segment_class(segment_class const&) [100]
                0.00    0.00   19866/66728       simplex_solver_data_preparation_class::simplex_solver_data_preparation_class(simplex_solver_data_preparation_class const&) [41]
                0.00    0.00   37012/66728       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [79]
[76]     0.0    0.00    0.00   66728         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [76]
-----------------------------------------------
                0.00    0.00    1720/59539       core_class::train_core() [17]
                0.00    0.00    2173/59539       modified_simplex_solver::start_solver(converted_data_pack*) [2]
                0.00    0.00    4234/59539       std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_erase(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >) [94]
                0.00    0.00    4261/59539       core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00    6957/59539       std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (simplex_solver_data_preparation_class::*)(), simplex_solver_data_preparation_class> > >::~_State_impl() [199]
                0.00    0.00    9570/59539       simplex_solver_data_preparation_class::lp_solver() [1]
                0.00    0.00   10328/59539       simplex_solver_data_preparation_class::cdp_spliter(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [43]
                0.00    0.00   20296/59539       simplex_solver_data_preparation_class::~simplex_solver_data_preparation_class() [88]
[77]     0.0    0.00    0.00   59539         converted_data_pack::~converted_data_pack() [77]
-----------------------------------------------
                0.00    0.00    1797/51911       core_class::c_data_packs_division_for_multi_threading(std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >&, std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [27]
                0.00    0.00    1835/51911       core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00    3825/51911       simplex_solver_data_preparation_class::lp_solver() [1]
                0.00    0.00    5068/51911       core_class::train_core() [17]
                0.00    0.00    9578/51911       std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (simplex_solver_data_preparation_class::*)(), simplex_solver_data_preparation_class> > >::~_State_impl() [199]
                0.00    0.00   29808/51911       simplex_solver_data_preparation_class::~simplex_solver_data_preparation_class() [88]
[78]     0.0    0.00    0.00   51911         std::vector<converted_data_pack, std::allocator<converted_data_pack> >::~vector() [78]
-----------------------------------------------
                0.00    0.00       1/35915       start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
                0.00    0.00       6/35915       segment_class::train() [8]
                0.00    0.00       8/35915       segment_class::save_segment() [136]
                0.00    0.00      18/35915       segment_class::testing_for_each_label() [10]
                0.00    0.00      41/35915       core_class::save_core(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [125]
                0.00    0.00    2349/35915       segment_class::create_cores() [110]
                0.00    0.00    7053/35915       core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00   12314/35915       core_class::c_data_packs_division_for_multi_threading(std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >&, std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [27]
                0.00    0.00   14125/35915       core_class::train_core() [17]
[79]     0.0    0.00    0.00   35915         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [79]
                0.00    0.00   37012/66728       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [76]
-----------------------------------------------
                0.00    0.00       2/34734       datapack_analyzer(nn_core_data_package_class*) [55]
                0.00    0.00     150/34734       genetic_algorithm::mutation(std::vector<chromosome, std::allocator<chromosome> >&) [18]
                0.00    0.00   10300/34734       modified_simplex_solver::make_solution_feasible::conflicting_data_finder(modified_simplex_solver::simplex_table*) [91]
                0.00    0.00   24282/34734       modified_simplex_solver::make_solution_feasible::add_index_data(int, int) [66]
[80]     0.0    0.00    0.00   34734         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [80]
-----------------------------------------------
                0.00    0.00     162/27961       void std::__adjust_heap<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, chromosome, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, long, chromosome, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [118]
                0.00    0.00     750/27961       void std::__insertion_sort<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [117]
                0.00    0.00    1025/27961       void std::__move_median_to_first<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [113]
                0.00    0.00   10726/27961       void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(chromosome, chromosome)>) [96]
                0.00    0.00   15298/27961       void std::__introsort_loop<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [73]
[81]     0.0    0.00    0.00   27961         genetic_algorithm::comparator(chromosome, chromosome) [81]
-----------------------------------------------
                0.00    0.00   26110/26110       modified_simplex_solver::start_solver(converted_data_pack*) [2]
[82]     0.0    0.00    0.00   26110         modified_simplex_solver::check_for_corrupt_cdp(converted_data_pack*) [82]
-----------------------------------------------
                0.00    0.00    5051/25636       core_class::c_data_packs_division_for_multi_threading(std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >&, std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [27]
                0.00    0.00    6816/25636       core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00   13769/25636       core_class::train_core() [17]
[83]     0.0    0.00    0.00   25636         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [83]
-----------------------------------------------
                0.00    0.00    2240/22602       simplex_solver_data_preparation_class::lp_solver() [1]
                0.00    0.00   20362/22602       modified_simplex_solver::start_solver(converted_data_pack*) [2]
[84]     0.0    0.00    0.00   22602         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [84]
-----------------------------------------------
                0.00    0.00     841/14375       core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00   13534/14375       simplex_solver_data_preparation_class::cdp_spliter(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [43]
[85]     0.0    0.00    0.00   14375         std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::operator=(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > const&) [85]
                0.00    0.00   48674/83298       std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> > const&) [75]
-----------------------------------------------
                0.00    0.00       2/12726       segment_class::save_segment() [136]
                0.00    0.00    1182/12726       segment_class::segment_class(int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [108]
                0.00    0.00    1190/12726       genetic_algorithm::calc_fitness_threaded(int, std::vector<chromosome, std::allocator<chromosome> >&) [114]
                0.00    0.00   10352/12726       genetic_algorithm::get_random_number(int, int) [15]
[86]     0.0    0.00    0.00   12726         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [86]
-----------------------------------------------
                0.00    0.00   11848/11848       simplex_solver_data_preparation_class::lp_solver() [1]
